,translation
4387,"{'en': 'this film ', 'hi_en': 'ye film'}"
4388,"{'en': 'released in ', 'hi_en': 'released hui'}"
4389,"{'en': 'Initial release: November 10, 1990 (Chicago)', 'hi_en': 'Initial release: November 10, 1990 (Chicago)'}"
4390,"{'en': ' Featured song: Somewhere in My Memory', 'hi_en': 'Featured song: meri Memory  me kisi jagah'}"
4391,"{'en': 'Music composed by: John Williams', 'hi_en': 'dwara Music composed : John Williams'}"
4392,"{'en': 'cast is also good', 'hi_en': 'cast bhi achi hai'}"
4393,"{'en': 'hello', 'hi_en': 'hello'}"
4394,"{'en': ' are you here?', 'hi_en': 'are you here?'}"
4395,"{'en': 'hi', 'hi_en': 'hi'}"
4396,"{'en': 'hello', 'hi_en': 'hello'}"
4397,"{'en': 'r u thre', 'hi_en': 'r u thre'}"
4398,"{'en': ' r u there??', 'hi_en': 'r u there??'}"
4399,"{'en': '  hello???', 'hi_en': 'hello???'}"
4400,"{'en': '   hello', 'hi_en': 'hello'}"
4401,"{'en': 'have you watch ', 'hi_en': 'kya tumne dekhi hai?'}"
4402,"{'en': 'movie ', 'hi_en': 'movie'}"
4403,"{'en': 'home alone', 'hi_en': 'home alone'}"
4404,"{'en': '   i am waiting so long', 'hi_en': 'main bohat long se wait kar raha hun'}"
4405,"{'en': '  hello', 'hi_en': 'hello'}"
4406,"{'en': 'how you doing?', 'hi_en': 'kaise ho tum?'}"
4407,"{'en': 'hello', 'hi_en': 'hello'}"
4408,"{'en': 'r u there', 'hi_en': 'r u there'}"
4409,"{'en': '  waiting??', 'hi_en': 'waiting??'}"
4410,"{'en': ' so long', 'hi_en': 'so long'}"
4411,"{'en': ' hello', 'hi_en': 'hello'}"
4412,"{'en': 'r u there', 'hi_en': 'aap waha ho'}"
4413,"{'en': ' movie ', 'hi_en': 'movie'}"
4414,"{'en': 'home alone', 'hi_en': 'home alone'}"
4415,"{'en': 'hello', 'hi_en': 'Hello'}"
4416,"{'en': 'i would love to watch this movie ', 'hi_en': 'ye movie mujhe dekhne me pasand aayi'}"
4417,"{'en': 'hello!', 'hi_en': 'Hello!'}"
4418,"{'en': 'have you seen it?', 'hi_en': 'kya tumne use dekha hai?'}"
4419,"{'en': 'Nope. But i want to. It seems very interesting and connects to most movies i have watched', 'hi_en': 'Nahi, par me chahta hun. Ye bahut hi interesting hai aur meri dekhi hui bahut si movies se connect karti hai'}"
4420,"{'en': 'so you are fan of these superhero movies as well?', 'hi_en': 'so tum bhi in superhero movies ke fan ho?'}"
4421,"{'en': 'yes i am ', 'hi_en': 'han main hun'}"
4422,"{'en': 'i love the advangers movies', 'hi_en': 'Mujhe avengers movies achi lagti hain'}"
4423,"{'en': 'and the new wonder women ', 'hi_en': 'aur nayi wonder women'}"
4424,"{'en': 'Do you think Ben Affleck makes a good Batman?', 'hi_en': 'Kya tumhe agta hau Ben Affleck acha Batman lagta hai?'}"
4425,"{'en': 'I think he is a little on the odler side ', 'hi_en': 'mujhe lagta hai wo thoda older side pe hai'}"
4426,"{'en': ' but i still think he would be good for the part ', 'hi_en': 'par mujhe fir bhi lagta hai wo is part ke liye achah hoga'}"
4427,"{'en': 'You will like him in this one for sure. ', 'hi_en': 'tumhe ye for sure acha lagega'}"
4428,"{'en': 'sweet ', 'hi_en': 'sweet'}"
4429,"{'en': 'what are your thoughts about diana playing martha ', 'hi_en': 'diana ke martha play karne ke baare mein tumhare kya thoughts hain?'}"
4430,"{'en': 'Nice little twist with the whole Kryptonite in this too', 'hi_en': 'Whole Kryptonite ke bare mein bhi chota sa cha twist tha'}"
4431,"{'en': ""Yea I don't mind Martha at all. "", 'hi_en': 'han main Martha ka bura nhi manta.'}"
4432,"{'en': 'Yess!! Thats what i was thinking ', 'hi_en': 'Han!! Main wahi soch rha tha'}"
4433,"{'en': ""You don't like martha as a character? "", 'hi_en': 'Tum Martha ke character ko pasand nhi krte.'}"
4434,"{'en': 'Yes I do ', 'hi_en': 'Han main krta huin'}"
4435,"{'en': 'Oh okay ', 'hi_en': 'Oh thik hai'}"
4436,"{'en': 'I do want to see this movie. Like i would like to see how the actors played the characters ', 'hi_en': 'Main yeh movie nhi dekh skta. Jaise mujhe dekhna achha lagega ki kaise actors apne characters play kr rhe hai'}"
4437,"{'en': 'Batman rescued  here in this movie', 'hi_en': 'Iss movie mein bataman yahan bachaya gya tha'}"
4438,"{'en': 'hopefully this went all out with the acting ', 'hi_en': 'Unmeed hai ki acting ke saath ye sab khatm ho gya'}"
4439,"{'en': ' and graphics ', 'hi_en': 'aur graphics'}"
4440,"{'en': 'and just everything to be honest ', 'hi_en': 'aur sab kuch honest hone ke liye'}"
4441,"{'en': ""It's pretty good. It's about 153 mins long"", 'hi_en': 'ye kafi good hai. Ye 153 minute lambi hai'}"
4442,"{'en': 'Yes and i see it sasy that it is in between man of steel and dark night ', 'hi_en': 'han aur mujhe ye sasy laga ki ye man of steel aur dark night ke beech mein hai'}"
4443,"{'en': 'I liked the sneak peak of Wonder Woman in here too. ', 'hi_en': 'muujhe isme  Wonder Woman ka sneak peak bhi acha laga'}"
4444,"{'en': 'She appears in it too?', 'hi_en': 'wo bhi isme aati hai?'}"
4445,"{'en': 'Yes. ', 'hi_en': 'haan.'}"
4446,"{'en': ""It's pretty cool"", 'hi_en': 'ye kaafi acha hai'}"
4447,"{'en': 'That would be great ', 'hi_en': 'ye great hoga'}"
4448,"{'en': 'I think Zack Snyder did a great job directing it ', 'hi_en': 'mujhe lagta hai  Zack Snyder ne isey direct karne ka acha kaam kiya'}"
4449,"{'en': 'I have seen a few of his moveis ', 'hi_en': 'maine uski kuch movies dekhi hain'}"
4450,"{'en': 'He killed it with this one ', 'hi_en': 'is movie mein He killed it'}"
4451,"{'en': ' he does a great job with directing ', 'hi_en': 'unhone tho directing ka badiya job kiya'}"
4452,"{'en': 'I agree with you ', 'hi_en': 'mein bhi aapko agree kartha'}"
4453,"{'en': 'Eisenberg played a good Lex Luther too ', 'hi_en': 'eisenberg neh ache lex luther ka play kiya'}"
4454,"{'en': 'Okay, have you heard of The Post?', 'hi_en': 'kya tumne post ko suna hai'}"
4455,"{'en': 'Are you there?', 'hi_en': 'tum vaha the'}"
4456,"{'en': ""Yes, sorry for the delay. I did see the movi e recently. I don't usually enjoy political films, but I thought it was quite well done."", 'hi_en': 'ha ,maf karna maine abhi vah moive dekhi vaise me political base moive pasand nahi karta but ye kafi achhi thi'}"
4457,"{'en': 'No worries.  Oh, yeah, I thought Meryl Streep and Tom Hanks were both pretty good.', 'hi_en': 'koi nahi oh muje lagta hai Maeryl Steep AUR tOM hANKS DONO BRIYA HAI'}"
4458,"{'en': ""So, it apparently has a Rotten Tomatoes rating of 88%, which surprises me because, like you said, most people don't seem to go for political thrillers."", 'hi_en': 'jaise rotten tomatoes ne ise 88% ki rating di mai surprised hu kayoki jayda log political thrillers nahi dekte'}"
4459,"{'en': ""I think it has a lot to do with the cast, to be honest. Meryl and Tom and Sarah Paulson as well. If they didn't get those larger names, more people would have ignored it."", 'hi_en': 'muje lagta hai cast ne kafi  acha kiya hai jaise meryl ,tom,aur sarah ,agar unke naam itne bare nahi hote to log unhe ignor kar dete'}"
4460,"{'en': ""I'm looking to see who Sarah Paulson played. I saw it too..."", 'hi_en': 'mai dekhna chahuga sarah paulson kaun play karta hai mai bhi'}"
4461,"{'en': 'Oh, she was Tony!', 'hi_en': 'ACHA THO TONY HEIN VOH'}"
4462,"{'en': ""It's described as an American historical thriller, which I guess I agree with, given the nature of the Pentagon Papers."", 'hi_en': 'AMERICAN HISTORICAL THRILLER SE DESCRIBED KIYA HEIN, JO MUJE GUESS KI VOH NATURE KA PENTAGON PAPERS DIYA HOGA'}"
4463,"{'en': ""I didn't realize it was directed by Steven Spielberg."", 'hi_en': 'MUJE REALIZE HI NAHI HOTA KI STEVEN SPIELBERG NE DIRECT KIYA HAIN'}"
4464,"{'en': 'I feel like the struggle between the media and the people in power is always relevent', 'hi_en': 'MUJE FEEL HOTA KI YEK POWER KELIYE MEDIA AUR PEOPLE DONO STRUGGLE KARTE JO RELEVANT HEIN'}"
4465,"{'en': 'Yeah. It was interesting to see how the court case played out and how the newspapers sort of stood together.', 'hi_en': 'HAAN.. KAAFI INTERESTING HEIN, JAISE KAISE COURTCASE NE PLAYED OUT KIYA AUR KAISE NEWSPAPER NE US STOOD KO AAPAS MEIN SORT OUT KIYA'}"
4466,"{'en': 'Matthew Rhys was in it too...I like him as an actor.', 'hi_en': 'MATTHEW RHYS BHI THEY.. MUJE UNHE PASAND HEIN'}"
4467,"{'en': 'Critics seemed to be torn about the movie..', 'hi_en': 'IS MOVIE MEIN THO TORN HI BEHETAR CRITICS SE SAATH'}"
4468,"{'en': 'One said, ""The Post passes the trickiest tests of a historical drama...', 'hi_en': 'YEK KAHA KI,"" IS POST THO TRICKIEST TEST PASSE HUVA HEI IS HISTORICAL DRAMA MEIN..'}"
4469,"{'en': 'Another said, ""is too calculated to reflect today\'s ragged, tenuous sociopolitical climate.""', 'hi_en': 'DUSRA KAHA KI,""AAJKAL KA RAGGED THO THODA REFLECT HEIN CALCULATE KARNE PE, TENUOUS SOCIOPOLITICAL CLIMATE.""'}"
4470,"{'en': 'Do you think you would see it again?', 'hi_en': 'KYA AAP DUBARA DEKHNE KO PASAND KARENGE?'}"
4471,"{'en': ""I I think seeing it a second time would be helpful to pick up the little things I might have missed. I'm not sure I would categorize it as calculated. It was intense, but I thought in a good way."", 'hi_en': 'mujhe lagata hai ki yah doosaree baar dekhane se madad milegee jo mainne yaad kiya ho sakata hai chhotee cheejon ko lene ke lie. mujhe yakeen nahin hai ki main ise ganana ke roop mein vargeekrt karoonga. yah teevr tha, lekin mainne achchhe tareeke se socha. Show less'}"
4472,"{'en': 'Who was your favorite actor in the movie?', 'hi_en': 'Tumhara manpasand hero kon hai movie main'}"
4473,"{'en': 'Meryl Streep for sure. being the first female publisher  of a major news source, it was really amazing to see her part in the struggle and how it was unique to that role', 'hi_en': 'meril streep ke lie sunishchit karen. ek pramukh samaachaar srot kee pahalee mahila prakaashak hone ke naate, sangharsh mein apane hisse ko dekhana vaastav mein aashcharyajanak tha aur us bhoomika ke lie yah kaise adviteey tha'}"
4474,"{'en': 'Yeah there were some moments in the movie for sure.', 'hi_en': 'Hnji, movie main kuch moment jaroor honge'}"
4475,"{'en': ""I didn't realize the employee who leaked the papers had worked at the RAND corporation."", 'hi_en': 'mujhe is baat ka ehasaas nahin tha ki kaagajaat leek karane vaale karmachaaree ne rand korporeshan mein kaam kiya tha.'}"
4476,"{'en': ""What did you think of Tom Hanks' performance in the movie? "", 'hi_en': 'Tumhe tom hanks ka movie main kaam kaisa lga'}"
4477,"{'en': 'I thought it was really good. He does really well at things set more  in the past, like the 70s in this one.', 'hi_en': 'socha ki yah vaastav mein achchha tha. vah vaastav mein achchhee tarah se ateet mein set kee gaee cheejon ko achchhee tarah se karata hai, jaise ki is 70 ke dashak mein। Show less'}"
4478,"{'en': ""I didn't really understand why the Rand employee had leaked the info in the first place. Did you catch that?"", 'hi_en': ': main vaastav mein samajh mein nahin aaya ki raind ke karmachaaree ne pahalee jagah mein jaanakaaree kyon leek kee thee. kya aapane use pakada? Show less'}"
4479,"{'en': 'O r rather did you catch why? I feel like I must have missed something.', 'hi_en': 'o aar balki tumane pakada kyon? mujhe aisa lag raha hai ki mujhe kuchh yaad aa gaya hoga.'}"
4480,"{'en': 'No, I think he was just disenchanted with the war and how we had escalated our involvement. ', 'hi_en': 'nahin, mujhe lagata hai ki vah yuddh se vimukh tha aur hamane apanee bhaageedaaree ko kaise badhaaya tha.'}"
4481,"{'en': 'Apparently Ellsberg overheard Robert McNamara saying he thought the war was hopeless, even though he was telling the public it was going well, and he became disillusioned about that and decided to leak the truth.', 'hi_en': 'ellsberg tho robert mcnamara se bol raha tha ki yeh war hopeless hein, even though voh voh public ke saath bole ki yeh ache jaayega aur voh disillusioned ban gaye aur truth leak karne ke decide kiya'}"
4482,"{'en': '(It was YEARS LATER that he actually decided to leak the info)', 'hi_en': 'haan, kahi saal ke baat voh  truth karne ko leak kiya'}"
4483,"{'en': 'That was a plot detail I definitely missed. Must have been an early scene in the movie.', 'hi_en': 'voh plot detail tho mein definitely missed karunga.. is movie mein early scene honge'}"
4484,"{'en': ""Oh, you're right! I forgot that he had overheard that conversation. I'm glad Tom Hank's character was able to figure out it was he who had  leaked the info, and got all of the information he needed for the Post."", 'hi_en': ""oh tho sahi hein! muje tho bhool hi gaya ki voh overheard hein is conversation mein.. muje khus hein ki Tom hank's ka character figure out kar sakthe aur info ko leaked huva aur saari info jo unhe post karne ko soch""}"
4485,"{'en': ""Yeah it was interesting how that developed. Do you remember how the legal issues developed? It says something about the paper's source being the same as the NYT's source. I had forgotten the NYT published something first."", 'hi_en': ""haan, yeh interesting hein jo developed hein.. kya aap ko yaad hein ki kaise legal issues developed huva? yeh kuch paper's source ke baare mein hein jo NYT ka source bhi hein... muje NYT ka publish tho bhool hi gaya""}"
4486,"{'en': 'Yeah having the same source put Graham possibly  in contempt of court.', 'hi_en': 'haan, same source se rahana, graham ko possibly us contempt ka court'}"
4487,"{'en': 'Do you think Graham made the right choice to publish?', 'hi_en': 'kya aap sochte graham publish karne ka right choice hein?'}"
4488,"{'en': ""I'm a little torn, but, given the seriousness of the issue, yes. Normally I would tend to side with the government, but this was really mismanaged. It was an important decision for the court to side with the paper."", 'hi_en': 'mein tho thoda torn, lekin yeh seriousness issue hein... haan... normally, mein tho government ka side hon, lekin voh mismanaged hein.. yeh tho unka important decision hein court ka us paper ko side rakhna'}"
4489,"{'en': 'I just got another update...', 'hi_en': 'haan muje dusra update  mila..'}"
4490,"{'en': ""Here is a question for you - would you recommend this movie to people you know (who haven't seen it)?"", 'hi_en': 'aap ke liye yek question- kya aap is movie ko recommend karenge?'}"
4491,"{'en': ""I would recommend it for sure to most people. despite it taking place int he 70's, I feel Spielberg took it in a really exciting direction instead of just throwing facts at you about the case."", 'hi_en': 'mai isse jayada logo ko recommand karta hu,bavjud he place 70,muje lagta hai spoelberg exciting hai'}"
4492,"{'en': 'I think it was filmed well, and I was surprised how much suspense built even though I already knew the basic facts.', 'hi_en': 'yah ek achi film thi ,mai surprised hu itne jayada suspense the jabki mai sare fact janta ta'}"
4493,"{'en': 'There were so many details I had no idea about. And I like how it sort of set the stage for the Watergate scandal right afterwards with Nixon.', 'hi_en': 'isme itne sare detail the muje idea nahi tha,aur muje pasant aya watergate scandal nixon ke saath'}"
4494,"{'en': 'I completely forgot about that scene at the end! Just got some details for the movie summary, and it mentions that. I guess that was one year later.', 'hi_en': 'mai ant ka seen bilkul bhul gayamoive ki summary milne par laga yah yek saal bad'}"
4495,"{'en': 'What did you think of the part when the case  went to the Supreme Court?', 'hi_en': 'jab case superme court me tha us part ke bare me kya socha'}"
